NAME,FIRSTREF,FIRSTURL,DATE,NUM_OBS,MASS(mjupiter),RADIUS(rjupiter),PERIOD(day),ECCENTRICITY,SEMI_MAJOR_AXIS(AU),SEPARATION(AU),STAR_NAME,DIST(PARSEC),RA_STRING(h:m:s),DEC_STRING(d:m:s),STAR_MASS(msun),STAR_RADIUS(rsun)
Kepler-287 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0318107,0.290838,44.851896,,0.247055,0.247055,Kepler-287,,+19:23:42.58,+48:26:36.78,,1.032
Kepler-288 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0218083,0.238201,56.633742,,0.288618,0.288618,Kepler-288,,+19:15:39.96,+39:35:40.96,,1.091
Kepler-373 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00850717,0.121331,5.535309,,0.0612399,0.0612399,Kepler-373,,+19:17:33.11,+50:35:49.38,,0.845
Kepler-245 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0205131,0.22928,7.49019,,0.0749207,0.0749207,Kepler-245,,+19:26:33.36,+42:26:10.75,,0.795
Kepler-231 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0127755,0.15434,10.065275,,0.0912341,0.0912341,Kepler-231,,+19:35:53.59,+50:31:54.88,,0.49
Kepler-272 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0100631,0.127576,2.971353,,0.0404491,0.0404491,Kepler-272,,+19:56:30.59,+47:35:37.79,,0.929
Kepler-100 c,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,2014,,0,0.196271,12.8159,0,0.109963,0.109963,Kepler-100,,19:25:32.636,+41:59:24.9,1.08,1.49
GJ 15 A b,Howard 2014,http://adsabs.harvard.edu/abs/2014ApJ...794...51H,2014,116,0.0168,,11.4433,0,0.0716678,0.0716678,GJ 15 A,3.587,+00:18:20.54,+44:01:19.04,0.375,0.3863
Kepler-180 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.027035,0.268534,41.885775,,0.236039,0.236039,Kepler-180,,+19:42:17.14,+49:46:28.49,,1.063
Kepler-82 e,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.019315,0.220359,5.902206,,0.063917,0.063917,Kepler-82,,+19:31:29.60,+42:57:58.10,,0.945
Kepler-247 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0121773,0.146311,3.33616,,0.0436956,0.0436956,Kepler-247,,+19:14:34.19,+43:02:21.44,,0.768
Kepler-288 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0123736,0.148987,6.097326,,0.065318,0.065318,Kepler-288,,+19:15:39.96,+39:35:40.96,,1.091
Kepler-127 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00937625,0.1249,14.435889,,0.11603,0.11603,Kepler-127,,+19:00:45.61,+46:01:40.66,,1.359
Kepler-372 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0155228,0.186457,20.053763,,0.144457,0.144457,Kepler-372,,+19:25:01.49,+49:15:32.22,,1.137
Kepler-217 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0167934,0.198947,5.374943,,0.0600513,0.0600513,Kepler-217,,+19:32:09.06,+46:16:39.07,,1.799
Kepler-84 f,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0165098,0.196271,44.552169,,0.245953,0.245953,Kepler-84,,+19:53:00.49,+40:29:45.89,,1.169
Kepler-168 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0220797,0.239986,13.193242,,0.109272,0.109272,Kepler-168,,+19:38:50.42,+39:49:30.36,,1.107
Kepler-381 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0028129,0.0883219,5.629021,,0.0619291,0.0619291,Kepler-381,,+19:00:43.88,+43:49:51.89,,1.568
Kepler-262 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00850717,0.121331,13.060855,,0.108539,0.108539,Kepler-262,,+19:22:54.88,+37:15:09.54,,0.881
Kepler-360 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0156092,0.187349,7.186434,,0.0728812,0.0728812,Kepler-360,,+19:05:08.34,+44:46:53.58,,1.058
CoRoT-27 b,Parviainen 2014,http://adsabs.harvard.edu/abs/2014arXiv1401.1122P,2014,13,10.3882,1.007,3.57532,0,0.0466557,0.0466557,CoRoT-27,,18:33:59.0,+05:32:18.503,1.05,1.08
HATS-4 b,Jordan 2014,http://adsabs.harvard.edu/abs/2014AJ....148...29J,2014,61,1.323,1.02,2.156729,0.013,0.032693,0.032693,HATS-4,420,06:16:26.898,-22:32:48.,1.001,0.925
Kepler-235 e,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0166981,0.198055,46.183669,,0.251922,0.251922,Kepler-235,,+19:04:18.98,+39:16:41.95,,0.554
Kepler-179 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0147725,0.178428,6.40013,,0.067463,0.067463,Kepler-179,,+19:54:39.31,+47:45:43.34,,0.759
Kepler-334 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0100631,0.127576,12.758005,,0.106855,0.106855,Kepler-334,,+19:08:33.76,+47:06:54.68,,1.068
Kepler-315 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.056492,0.370238,265.469335,,0.808381,0.808381,Kepler-315,,+19:52:05.56,+43:21:48.67,,1.037
Kepler-227 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0275635,0.271211,54.418694,,0.281042,0.281042,Kepler-227,,+19:27:44.21,+48:08:29.94,,1.091
Kepler-55 e,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.011604,0.138282,4.617534,,0.0542683,0.0542683,Kepler-55,,+19:00:40.39,+44:01:35.26,,0.619
Kepler-379 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0173806,0.2043,62.784697,,0.309155,0.309155,Kepler-379,,+19:42:48.28,+38:56:44.99,,1.306
Kepler-169 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00638668,0.111518,8.348125,,0.0805377,0.0805377,Kepler-169,,+19:03:59.98,+40:55:09.55,,0.763
Kepler-254 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0475314,0.345258,5.826662,,0.0633704,0.0633704,Kepler-254,,+19:12:39.53,+45:48:59.44,,0.91
Kepler-377 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0152673,0.183781,27.014976,,0.176201,0.176201,Kepler-377,,+19:41:41.28,+38:44:08.48,,1.224
Kepler-79 e,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0129,0.318,81.065298,0.012,0.366575,0.366575,Kepler-79,,+20:02:04.13,+44:22:53.69,,1.403
Kepler-323 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0100631,0.127576,1.678327,,0.0276391,0.0276391,Kepler-323,,+19:25:31.73,+38:07:38.89,,1.178
Kepler-175 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.020389,0.228388,11.903515,,0.102029,0.102029,Kepler-175,,+19:18:12.78,+43:52:34.25,,1.01
Kepler-241 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0177874,0.207869,12.718092,,0.106632,0.106632,Kepler-241,,+19:31:39.14,+41:03:39.31,,0.668
Kepler-261 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0163243,0.194487,10.381227,,0.0931334,0.0931334,Kepler-261,,+19:25:27.55,+37:36:33.01,,0.794
Kepler-380 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00674351,0.113302,7.630004,,0.0758501,0.0758501,Kepler-380,,+18:49:34.72,+48:45:32.90,,1.224
Kepler-384 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00436179,0.0999197,22.597053,,0.156426,0.156426,Kepler-384,,+19:04:06.28,+44:46:58.33,,0.882
bet Cnc b,Lee 2014,http://adsabs.harvard.edu/abs/2014A%26A...566A..67L,2014,,7.8,,605.2,0.08,1.67364,1.67364,bet Cnc,92.99,+08:16:30.95,+09:11:08.39,1.7,47.2
Kepler-193 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0229193,0.245339,50.697494,,0.26808,0.26808,Kepler-193,,+19:45:59.65,+46:34:38.06,,1.147
Kepler-368 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0478436,0.34615,72.379334,,0.339899,0.339899,Kepler-368,,+19:27:31.21,+45:23:16.55,,2.019
Kepler-102 f,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,2014,,0.00195073,0.0785013,27.4536,0,0.165339,0.165339,Kepler-102,,18:45:55.8,+47:12:28,0.8,0.74
Kepler-302 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,1,1.11071,127.282184,,0.495205,0.495205,Kepler-302,,+19:37:16.07,+43:37:45.62,,1.22
Kepler-309 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.019783,0.223927,105.356383,,0.436563,0.436563,Kepler-309,,+19:50:02.36,+46:57:40.54,,0.721
Kepler-258 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0537981,0.362209,13.19722,,0.109294,0.109294,Kepler-258,,+19:36:16.45,+46:34:45.59,,0.915
Kepler-154 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0260126,0.263181,62.303276,,0.307572,0.307572,Kepler-154,,+19:19:07.32,+49:53:47.51,,1.001
Kepler-131 c,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,2014,,0.0525494,0.0749398,25.5169,0,0.170752,0.170752,Kepler-131,,19:14:07.402,+40:56:32.2,1.02,1.03
Kepler-319 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0212781,0.234633,6.941357,,0.0712147,0.0712147,Kepler-319,,+19:15:14.87,+39:46:14.38,,0.903
Kepler-123 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0112762,0.132037,26.695074,,0.174808,0.174808,Kepler-123,,+19:47:59.68,+42:46:55.06,,1.264
Kepler-209 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0170837,0.201624,16.087845,,0.124721,0.124721,Kepler-209,,+19:24:40.68,+42:38:26.92,,0.935
M 67 YBP 1514 b,Brucalassi 2014,http://adsabs.harvard.edu/abs/2014A%26A...561L...9B,2014,25,0.397418,,5.118,0.39,0.057344,0.057344,M 67 YBP 1514,843.335,08:51:00.77,+11:53:11.51,0.96,0.86358
Kepler-382 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00769114,0.117763,5.262155,,0.0592083,0.0592083,Kepler-382,,+19:56:32.68,+45:52:11.75,,0.945
Kepler-350 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0136211,0.165046,11.189562,,0.0979073,0.0979073,Kepler-350,,+19:01:40.69,+39:42:22.00,,1.534
Kepler-351 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0303861,0.284593,57.24809,,0.290701,0.290701,Kepler-351,,+19:05:48.66,+42:39:28.37,,0.854
Kepler-153 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0255184,0.260505,18.870227,,0.138715,0.138715,Kepler-153,,+18:49:50.52,+48:15:25.63,,0.892
Kepler-230 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0596201,0.380052,32.625555,,0.199823,0.199823,Kepler-230,,+19:02:52.44,+48:30:21.10,,0.817
Kepler-242 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0147725,0.178428,14.496481,,0.116354,0.116354,Kepler-242,,+19:06:15.77,+41:48:30.24,,0.85
Kepler-151 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0279223,0.272995,15.228958,,0.120241,0.120241,Kepler-151,,+19:28:39.07,+41:01:23.66,,0.83
Kepler-238 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0281036,0.273887,13.233549,,0.109494,0.109494,Kepler-238,,+19:11:35.30,+40:38:16.15,,1.43
Kepler-280 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.010538,0.12936,2.139542,,0.0324953,0.0324953,Kepler-280,,+19:25:33.71,+42:10:50.12,,0.886
Kepler-184 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0181008,0.210545,10.687576,,0.0949568,0.0949568,Kepler-184,,+19:27:48.46,+43:04:28.96,,0.873
Kepler-325 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0201438,0.226604,12.762172,,0.106878,0.106878,Kepler-325,,+19:19:20.50,+49:49:32.27,,1.003
Kepler-231 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0142208,0.172183,19.271566,,0.140675,0.140675,Kepler-231,,+19:35:53.59,+50:31:54.88,,0.49
Kepler-391 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0305853,0.285485,7.416755,,0.0744302,0.0744302,Kepler-391,,+19:22:29.24,+51:03:26.28,,3.569
Kepler-185 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00508144,0.10438,1.6329,,0.0271381,0.0271381,Kepler-185,,+18:49:52.36,+43:53:23.68,,0.806
Kepler-267 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0158724,0.190026,6.87745,,0.0707769,0.0707769,Kepler-267,,+19:59:19.28,+47:09:26.86,,0.555
Kepler-84 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00893492,0.123115,4.224537,,0.0511438,0.0511438,Kepler-84,,+19:53:00.49,+40:29:45.89,,1.169
Kepler-323 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0121124,0.145419,3.553822,,0.0455761,0.0455761,Kepler-323,,+19:25:31.73,+38:07:38.89,,1.178
Kepler-273 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0117855,0.133821,2.936532,,0.0401325,0.0401325,Kepler-273,,+19:25:12.54,+47:41:51.94,,0.815
Kepler-172 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0169862,0.200732,14.627119,,0.117052,0.117052,Kepler-172,,+18:53:28.43,+41:49:18.70,,1.085
Kepler-214 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0158724,0.190026,28.7798,,0.183794,0.183794,Kepler-214,,+18:59:01.18,+44:57:21.71,,1.352
Kepler-182 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0355742,0.306004,20.684342,,0.147469,0.147469,Kepler-182,,+19:19:19.24,+50:35:10.46,,1.146
Kepler-311 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0100631,0.127576,19.738286,,0.142937,0.142937,Kepler-311,,+18:48:14.72,+47:05:07.76,,1.188
Kepler-106 b,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,2014,,0.00144019,0.073149,6.16486,0,0.0657994,0.0657994,Kepler-106,,20:03:27.3,+44:20:15,1,1.04
Kepler-49 e,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0116666,0.139174,18.596108,,0.137369,0.137369,Kepler-49,,+19:29:10.72,+40:35:30.44,,0.559
Kepler-341 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00523423,0.105273,5.195528,,0.0587074,0.0587074,Kepler-341,,+19:19:26.80,+43:28:21.97,,1.024
Kepler-399 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0100631,0.127576,26.67569,,0.174723,0.174723,Kepler-399,,+19:58:00.41,+40:40:14.88,,0.68
Kepler-96 b,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,2014,,0.0261659,0.238201,16.23844,0,0.125499,0.125499,Kepler-96,,19:48:16.713,+40:31:30.5,1,1.02
Kepler-393 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00711292,0.115086,9.182417,,0.0858179,0.0858179,Kepler-393,,+19:23:58.85,+45:11:31.96,,1.382
Kepler-120 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0125754,0.136497,12.794585,,0.107059,0.107059,Kepler-120,,+19:11:34.01,+39:20:20.87,,0.534
Kepler-305 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0223552,0.24177,16.738661,,0.128062,0.128062,Kepler-305,,+19:56:53.84,+40:20:35.45,,0.794
Kepler-175 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0286557,0.276563,34.035257,,0.205538,0.205538,Kepler-175,,+19:18:12.78,+43:52:34.25,,1.01
Kepler-136 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0151834,0.182889,11.5789,,0.100165,0.100165,Kepler-136,,+19:45:52.16,+42:35:55.64,,1.355
Kepler-247 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0497576,0.351503,20.477912,,0.146486,0.146486,Kepler-247,,+19:14:34.19,+43:02:21.44,,0.768
Kepler-164 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00960182,0.125792,5.03503,,0.0574921,0.0574921,Kepler-164,,+19:11:07.40,+47:37:47.68,,1.148
Kepler-170 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0305853,0.285485,7.930592,,0.0778294,0.0778294,Kepler-170,,+18:58:05.09,+41:37:46.56,,1.035
Kepler-391 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0382517,0.315818,20.485435,,0.146522,0.146522,Kepler-391,,+19:22:29.24,+51:03:26.28,,3.569
Kepler-312 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00711292,0.115086,1.772419,,0.0286627,0.0286627,Kepler-312,,+19:53:34.98,+42:27:35.10,,1.467
Kepler-315 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0445124,0.336337,96.101141,,0.410606,0.410606,Kepler-315,,+19:52:05.56,+43:21:48.67,,1.037
Kepler-109 b,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,2014,,0.0182069,0.211437,6.48163,0,0.0689299,0.0689299,Kepler-109,,19:21:34.263,+40:17:05.6,1.04,1.32
Kepler-84 e,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0208911,0.231956,27.434389,,0.178021,0.178021,Kepler-84,,+19:53:00.49,+40:29:45.89,,1.169
Kepler-107 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0133325,0.161477,4.901425,,0.0564705,0.0564705,Kepler-107,,+19:48:06.77,+48:12:31.00,,1.411
Kepler-116 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0353405,0.305112,5.968734,,0.0643964,0.0643964,Kepler-116,,+19:38:58.09,+43:32:12.59,,1.454
Kepler-200 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0158724,0.190026,8.594805,,0.0821165,0.0821165,Kepler-200,,+18:57:38.38,+41:14:14.86,,0.944
Kepler-284 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0210192,0.232849,37.514456,,0.219317,0.219317,Kepler-284,,+19:32:35.16,+47:43:46.74,,0.814
Kepler-133 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0242535,0.253368,31.517586,,0.195273,0.195273,Kepler-133,,+19:49:06.71,+48:19:13.19,,1.425
Kepler-178 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0500833,0.352395,96.678988,,0.412251,0.412251,Kepler-178,,+19:08:24.25,+46:53:47.33,,1.066
Kepler-252 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0160511,0.19181,10.848463,,0.0959074,0.0959074,Kepler-252,,+19:42:19.04,+44:32:45.46,,0.549
Kepler-122 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0165098,0.196271,21.587475,,0.151731,0.151731,Kepler-122,,+19:24:26.86,+39:56:56.80,,1.216
Kepler-388 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00170474,0.0767241,13.297004,,0.109844,0.109844,Kepler-388,,+18:59:18.74,+44:36:31.43,,0.586
Kepler-246 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0117855,0.133821,11.187161,,0.0978933,0.0978933,Kepler-246,,+19:45:56.02,+42:39:48.35,,0.831
Kepler-240 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00871939,0.122223,4.144495,,0.0504957,0.0504957,Kepler-240,,+19:24:38.09,+40:45:00.97,,0.739
Kepler-342 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0195472,0.222143,39.459357,,0.226833,0.226833,Kepler-342,,+19:30:42.73,+46:43:36.16,,1.472
Kepler-155 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0155228,0.186457,5.931194,,0.0641261,0.0641261,Kepler-155,,+19:13:59.02,+51:04:54.98,,0.62
Kepler-80 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0128437,0.155232,3.072186,,0.0413591,0.0413591,Kepler-80,,+19:44:27.02,+39:58:43.61,,0.637
Kepler-319 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0173806,0.2043,31.781925,,0.196363,0.196363,Kepler-319,,+19:15:14.87,+39:46:14.38,,0.903
Kepler-176 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.019783,0.223927,25.751974,,0.170666,0.170666,Kepler-176,,+19:38:40.31,+43:51:11.74,,0.891
Kepler-143 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0341953,0.300651,27.082511,,0.176495,0.176495,Kepler-143,,+19:52:16.25,+49:24:45.36,,1.359
Kepler-206 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00554835,0.107057,7.781987,,0.0768541,0.0768541,Kepler-206,,+19:26:32.32,+41:50:01.90,,1.185
HIP 67851 b,Jones 2014,http://adsabs.harvard.edu/abs/2015A%26A...573A...3J,2014,60,1.41789,,88.8,0.09,0.458562,0.458562,HIP 67851,65.9631,+13:53:52.27,-35:18:51.09,1.63,5.92
Kepler-275 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0178911,0.208761,10.300682,,0.0926511,0.0926511,Kepler-275,,+19:29:55.14,+38:30:53.71,,1.383
Kepler-153 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0200225,0.225711,46.90232,,0.254528,0.254528,Kepler-153,,+18:49:50.52,+48:15:25.63,,0.892
Kepler-227 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0288426,0.277456,9.488015,,0.0877115,0.0877115,Kepler-227,,+19:27:44.21,+48:08:29.94,,1.091
Kepler-300 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0123736,0.148987,10.446347,,0.0935225,0.0935225,Kepler-300,,+19:41:09.28,+48:35:58.99,,0.9
Kepler-371 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0131206,0.158801,67.968015,,0.325944,0.325944,Kepler-371,,+19:29:18.35,+38:39:27.29,,0.992
Kepler-130 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00313003,0.0909983,8.457458,,0.0812393,0.0812393,Kepler-130,,+19:13:48.14,+40:14:43.19,,1.127
Kepler-295 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00508144,0.10438,21.526258,,0.151444,0.151444,Kepler-295,,+19:01:23.02,+45:22:04.01,,0.898
Kepler-110 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0166036,0.197163,31.719775,,0.196107,0.196107,Kepler-110,,+19:31:43.00,+48:36:10.12,,1.149
Kepler-357 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0355742,0.306004,49.499875,,0.263841,0.263841,Kepler-357,,+19:24:58.36,+44:00:31.39,,0.834
Kepler-134 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0147725,0.178428,5.317429,,0.0596222,0.0596222,Kepler-134,,+18:58:57.36,+49:35:54.24,,1.176
Kepler-192 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0235009,0.248907,21.2234,,0.15002,0.15002,Kepler-192,,+19:11:40.31,+45:35:34.33,,1.007
Kepler-369 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00450004,0.100812,2.732756,,0.0382537,0.0382537,Kepler-369,,+19:34:41.81,+47:54:30.46,,0.471
Kepler-257 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0812259,0.441609,24.664551,,0.165827,0.165827,Kepler-257,,+19:49:15.85,+46:01:23.74,,1.037
Kepler-342 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0169862,0.200732,15.170318,,0.119932,0.119932,Kepler-342,,+19:30:42.73,+46:43:36.16,,1.472
